track_id,genre,danceability,energy,valence,acousticness,speechiness,tempo,loudness,duration_min,popularity,hit
T1868,Rock,0.368,0.958,0.436,0.02,0.02,114.9,-4.79,3.27,79.0,1
T1869,R&B,0.879,0.506,0.414,0.412,0.158,103.3,-6.13,2.95,53.9,0
T1870,Acoustic,0.628,0.458,0.342,0.74,0.02,93.4,-5.92,3.39,44.6,0
T1871,Hip-Hop,0.937,0.706,0.655,0.197,0.18,82.1,-5.95,2.67,78.1,1
T1872,Hip-Hop,0.727,0.433,0.486,0.02,0.141,118.6,-8.93,3.51,39.0,0
T1873,R&B,0.759,0.674,0.3,0.114,0.072,92.4,-7.86,4.35,59.2,0
T1874,Pop,0.99,0.704,0.335,0.112,0.02,128.3,-6.89,3.14,85.4,1
T1875,Rock,0.446,0.777,0.413,0.126,0.063,106.2,-6.14,4.96,48.5,0
T1876,Pop,0.626,0.765,0.456,0.224,0.17,107.5,-5.73,3.8,66.5,0
T1877,R&B,0.675,0.675,0.625,0.241,0.041,113.0,-4.33,5.36,73.8,1
T1878,Acoustic,0.399,0.348,0.317,0.667,0.046,124.0,-8.95,4.33,15.6,0
T1879,Pop,0.723,0.626,0.695,0.136,0.039,121.3,-5.76,3.72,78.6,1
T1880,Pop,0.686,0.595,0.386,0.231,0.057,114.6,-0.57,3.24,76.0,1
T1881,Pop,0.837,0.813,0.377,0.306,0.103,112.1,-3.94,4.07,85.6,1
T1882,EDM,0.979,0.756,0.495,0.064,0.09,145.3,-5.91,3.7,91.8,1
T1883,Rock,0.494,0.741,0.541,0.02,0.02,124.5,-7.34,5.04,58.6,0
T1884,Rock,0.55,0.874,0.842,0.084,0.073,110.1,-8.88,4.06,90.0,1
T1885,EDM,0.867,0.99,0.426,0.02,0.146,130.5,-2.08,4.88,94.5,1
T1886,R&B,0.851,0.674,0.434,0.139,0.071,119.1,-6.74,4.09,53.0,0
T1887,Hip-Hop,0.882,0.648,0.362,0.106,0.217,119.9,-5.8,2.77,70.2,1
T1888,Rock,0.586,0.91,0.331,0.02,0.068,95.1,-7.13,3.16,65.2,0
T1889,Pop,0.696,0.929,0.766,0.172,0.133,100.7,0.0,4.36,91.9,1
T1890,R&B,0.524,0.504,0.244,0.402,0.127,98.0,-5.43,3.04,39.4,0
T1891,EDM,0.643,0.934,0.356,0.141,0.134,113.3,-4.37,3.42,72.0,1
T1892,Hip-Hop,0.99,0.602,0.578,0.158,0.215,129.1,-9.0,2.79,73.8,1
T1893,Hip-Hop,0.651,0.714,0.254,0.148,0.209,97.7,-5.35,3.69,73.9,1
T1894,Hip-Hop,0.848,0.606,0.324,0.02,0.237,102.1,-6.67,2.54,86.6,1
T1895,R&B,0.794,0.538,0.381,0.343,0.125,98.4,-8.75,4.0,57.1,0
T1896,Hip-Hop,0.768,0.698,0.473,0.091,0.186,106.0,-7.74,2.66,60.1,0
T1897,Acoustic,0.488,0.178,0.382,0.691,0.086,127.0,-13.72,3.82,9.7,0
T1898,Hip-Hop,0.802,0.678,0.572,0.139,0.284,102.9,-6.7,3.45,71.2,1
T1899,Hip-Hop,0.976,0.539,0.757,0.109,0.225,105.1,-4.49,3.74,72.0,1
T1900,Pop,0.754,0.774,0.311,0.344,0.13,117.3,-7.19,4.14,73.3,1
T1901,Hip-Hop,0.721,0.811,0.384,0.235,0.188,113.9,-11.49,2.73,68.4,0
T1902,Rock,0.51,0.698,0.488,0.05,0.037,108.6,-8.32,4.79,49.0,0
T1903,EDM,0.62,0.963,0.447,0.02,0.059,120.0,-5.87,3.99,69.7,0
T1904,Acoustic,0.473,0.315,0.363,0.613,0.036,114.7,-11.36,4.23,6.2,0
T1905,Hip-Hop,0.854,0.606,0.293,0.145,0.25,104.4,-7.47,3.01,60.1,0
T1906,R&B,0.489,0.509,0.514,0.205,0.076,105.6,-7.51,4.25,50.9,0
T1907,Pop,0.884,0.44,0.396,0.117,0.103,96.9,-4.57,2.95,87.7,1
T1908,EDM,0.621,0.768,0.317,0.02,0.048,132.6,-5.64,3.75,68.1,0
T1909,Acoustic,0.415,0.412,0.405,0.903,0.11,106.6,-13.09,3.63,8.4,0
T1910,Rock,0.44,0.788,0.374,0.02,0.086,129.6,-5.14,4.94,64.9,0
T1911,Acoustic,0.456,0.358,0.582,0.651,0.052,124.0,-10.71,4.21,10.1,0
T1912,Pop,0.67,0.646,0.59,0.068,0.065,102.5,-4.74,2.38,97.4,1
T1913,Hip-Hop,0.99,0.579,0.603,0.282,0.222,96.9,-5.87,3.09,86.6,1
T1914,Pop,0.759,0.503,0.265,0.101,0.105,119.2,-6.99,4.29,68.2,0
T1915,R&B,0.546,0.375,0.253,0.264,0.09,100.3,-7.43,4.6,39.9,0
T1916,Hip-Hop,0.936,0.511,0.615,0.154,0.198,110.2,-4.88,3.26,77.4,1
T1917,EDM,0.67,0.734,0.478,0.02,0.055,133.9,-5.44,4.03,68.0,0
T1918,EDM,0.667,0.842,0.427,0.049,0.02,126.4,-3.63,3.93,74.1,1
T1919,Pop,0.793,0.502,0.622,0.02,0.02,111.6,-7.53,2.86,65.9,0
T1920,Acoustic,0.612,0.177,0.546,0.715,0.037,106.5,-13.83,4.15,36.1,0
T1921,Pop,0.744,0.787,0.78,0.02,0.034,119.1,-8.43,3.23,92.6,1
T1922,Rock,0.489,0.739,0.473,0.02,0.112,101.9,-6.09,3.53,57.4,0
T1923,Rock,0.585,0.847,0.462,0.122,0.122,128.5,-2.32,3.6,70.6,1
T1924,EDM,0.5,0.841,0.455,0.131,0.035,151.5,-5.24,4.2,66.0,0
T1925,Hip-Hop,0.813,0.41,0.403,0.02,0.166,91.9,-6.47,3.94,69.2,0
T1926,Pop,0.758,0.672,0.461,0.091,0.085,120.8,-7.16,2.98,72.5,1
T1927,Pop,0.699,0.51,0.654,0.275,0.065,109.6,-7.72,3.56,69.7,0
T1928,EDM,0.912,0.933,0.656,0.257,0.02,133.5,-3.85,3.23,69.9,0
T1929,Pop,0.569,0.722,0.767,0.151,0.181,117.6,-7.45,3.26,62.4,0
T1930,Pop,0.91,0.627,0.584,0.27,0.129,111.3,-4.81,3.69,67.1,0
T1931,Acoustic,0.573,0.267,0.32,0.793,0.02,116.6,-13.23,3.48,19.0,0
T1932,Hip-Hop,0.856,0.522,0.617,0.08,0.179,96.6,-8.57,3.43,62.5,0
T1933,Acoustic,0.547,0.218,0.303,0.886,0.026,133.8,-12.09,3.48,9.5,0
T1934,R&B,0.709,0.463,0.65,0.152,0.117,106.8,-8.72,3.81,58.7,0
T1935,Hip-Hop,0.765,0.66,0.501,0.021,0.202,84.9,-6.45,1.93,80.9,1
T1936,Acoustic,0.465,0.42,0.245,0.907,0.026,110.0,-11.21,3.82,23.3,0
T1937,EDM,0.651,0.99,0.546,0.1,0.02,124.7,-6.25,3.52,95.9,1
T1938,Hip-Hop,0.726,0.671,0.353,0.081,0.257,88.0,-5.51,2.94,70.8,1
T1939,Hip-Hop,0.675,0.316,0.556,0.02,0.269,119.5,-3.58,2.67,72.7,1
T1940,Acoustic,0.334,0.279,0.799,0.608,0.032,115.2,-9.26,3.18,23.4,0
T1941,Hip-Hop,0.705,0.763,0.463,0.221,0.242,87.8,-3.84,3.23,82.9,1
T1942,Hip-Hop,0.97,0.732,0.829,0.289,0.224,99.5,-3.55,2.82,81.4,1
T1943,Pop,0.812,0.673,0.756,0.128,0.063,105.4,-2.96,2.88,84.6,1
T1944,Pop,0.765,0.49,0.466,0.114,0.02,122.5,-6.74,2.29,74.6,1
T1945,Hip-Hop,0.799,0.715,0.332,0.158,0.258,89.2,-4.13,4.47,63.2,0
T1946,Pop,0.881,0.67,0.489,0.083,0.02,114.4,-4.6,3.46,90.3,1
T1947,Acoustic,0.47,0.296,0.463,0.99,0.053,109.6,-13.76,3.38,0.0,0
T1948,Acoustic,0.392,0.165,0.461,0.848,0.083,101.2,-11.44,3.94,0.0,0
T1949,Rock,0.519,0.724,0.603,0.02,0.071,109.1,-8.58,4.56,68.5,0
T1950,Acoustic,0.587,0.258,0.232,0.842,0.02,112.9,-11.84,3.18,36.4,0
T1951,Pop,0.716,0.76,0.585,0.02,0.04,151.7,-4.06,3.08,74.4,1
T1952,Pop,0.762,0.732,0.351,0.138,0.146,128.1,-5.94,3.19,75.4,1
T1953,EDM,0.625,0.938,0.406,0.02,0.134,128.6,-2.96,3.78,63.0,0
T1954,Pop,0.585,0.734,0.469,0.316,0.05,138.5,-3.36,2.54,69.5,0
T1955,Hip-Hop,0.662,0.524,0.39,0.209,0.201,94.3,-4.95,2.16,71.8,1
T1956,R&B,0.742,0.594,0.661,0.211,0.208,93.1,-7.6,3.18,50.3,0
T1957,Acoustic,0.478,0.293,0.44,0.969,0.126,127.7,-8.92,2.67,0.0,0
T1958,Rock,0.502,0.865,0.961,0.061,0.149,116.6,-1.55,4.1,67.3,0
T1959,Hip-Hop,0.697,0.69,0.541,0.406,0.198,91.9,-6.4,3.15,57.8,0
T1960,Rock,0.581,0.824,0.391,0.213,0.068,136.1,-4.63,3.82,73.6,1
T1961,Pop,0.775,0.735,0.548,0.208,0.088,123.4,-3.07,3.43,87.4,1
T1962,R&B,0.53,0.772,0.513,0.205,0.096,102.0,-5.94,3.22,57.6,0
T1963,Hip-Hop,0.787,0.757,0.644,0.052,0.107,90.8,-5.29,3.83,95.2,1
T1964,EDM,0.795,0.587,0.433,0.02,0.051,135.6,-4.89,3.16,86.2,1
T1965,EDM,0.689,0.857,0.325,0.02,0.02,127.3,-5.15,3.75,80.0,1
T1966,EDM,0.777,0.699,0.56,0.179,0.045,119.4,-3.16,3.97,84.7,1
T1967,Pop,0.64,0.67,0.247,0.382,0.02,124.9,-4.55,2.86,81.2,1
T1968,EDM,0.67,0.831,0.41,0.02,0.02,111.4,-4.38,3.07,91.1,1
T1969,Pop,0.684,0.492,0.595,0.14,0.052,120.0,-6.6,3.15,68.2,0
T1970,Pop,0.954,0.691,0.605,0.06,0.02,110.4,-7.31,3.57,69.8,0
T1971,Pop,0.79,0.914,0.591,0.245,0.02,115.4,-2.68,3.33,94.1,1
T1972,Acoustic,0.32,0.321,0.252,0.865,0.066,101.5,-10.99,4.12,3.1,0
T1973,Pop,0.739,0.71,0.541,0.054,0.136,132.7,0.0,3.31,98.5,1
T1974,R&B,0.485,0.399,0.488,0.232,0.058,93.6,-7.41,4.12,43.1,0
T1975,Rock,0.451,0.762,0.617,0.112,0.02,139.8,-7.35,2.99,60.5,0
T1976,Pop,0.889,0.615,0.555,0.233,0.072,132.6,-6.02,4.08,92.6,1
T1977,Pop,0.78,0.726,0.65,0.062,0.042,124.0,-6.28,3.41,100.0,1
T1978,EDM,0.785,0.99,0.603,0.02,0.057,127.8,-2.34,3.68,86.9,1
T1979,Pop,0.812,0.514,0.491,0.323,0.087,130.3,-4.59,4.3,73.1,1
T1980,Pop,0.629,0.576,0.612,0.166,0.02,118.1,-5.57,3.07,54.5,0
T1981,Hip-Hop,0.72,0.865,0.545,0.1,0.248,91.6,-3.01,3.42,82.7,1
T1982,Rock,0.519,0.887,0.399,0.083,0.02,115.1,-4.03,3.75,70.4,1
T1983,Acoustic,0.496,0.556,0.281,0.915,0.039,126.8,-10.67,4.03,20.9,0
T1984,Acoustic,0.598,0.399,0.658,0.878,0.02,115.9,-7.92,2.81,33.6,0
T1985,Hip-Hop,0.746,0.734,0.396,0.204,0.182,88.4,-8.28,3.85,67.0,0
T1986,Hip-Hop,0.707,0.559,0.696,0.02,0.187,91.6,-3.43,3.36,92.2,1
T1987,Rock,0.655,0.849,0.413,0.133,0.083,125.9,-5.59,4.28,74.1,1
T1988,Rock,0.499,0.67,0.62,0.362,0.134,113.3,-5.62,3.89,48.1,0
T1989,Pop,0.673,0.874,0.537,0.195,0.057,120.3,-5.76,3.69,87.2,1
T1990,Rock,0.588,0.717,0.364,0.02,0.124,103.1,-5.19,3.85,46.7,0
T1991,R&B,0.602,0.5,0.559,0.404,0.104,81.6,-9.3,3.34,53.6,0
T1992,Pop,0.814,0.713,0.515,0.149,0.116,121.4,-6.61,4.17,69.4,0
T1993,Rock,0.676,0.823,0.544,0.11,0.098,144.6,-6.43,4.78,58.4,0
T1994,Acoustic,0.579,0.398,0.143,0.765,0.081,98.8,-12.1,4.08,0.0,0
T1995,Hip-Hop,0.888,0.53,0.562,0.223,0.271,102.0,-6.64,3.13,93.5,1
T1996,Hip-Hop,0.8,0.486,0.247,0.024,0.196,101.4,-5.83,2.78,73.0,1
T1997,EDM,0.908,0.772,0.373,0.02,0.086,110.5,-5.94,3.1,76.5,1
T1998,Acoustic,0.421,0.342,0.316,0.822,0.081,99.7,-15.24,4.38,0.0,0
T1999,Hip-Hop,0.768,0.671,0.565,0.342,0.201,87.8,-6.16,2.12,45.3,0
T2000,EDM,0.772,0.67,0.734,0.02,0.081,126.9,-4.7,3.78,63.7,0
T2001,EDM,0.742,0.877,0.403,0.02,0.07,122.2,-6.29,3.68,65.2,0
T2002,Acoustic,0.752,0.12,0.314,0.658,0.061,91.3,-10.82,3.38,0.0,0
T2003,Hip-Hop,0.909,0.77,0.204,0.02,0.214,101.1,-5.65,4.19,92.5,1
T2004,Pop,0.772,0.766,0.45,0.042,0.138,121.5,-8.48,4.13,75.5,1
T2005,Pop,0.796,0.697,0.355,0.15,0.093,98.6,-4.22,3.62,95.1,1
T2006,Rock,0.649,0.901,0.701,0.211,0.093,122.1,-4.56,3.6,83.7,1
T2007,Pop,0.755,0.716,0.666,0.119,0.115,104.6,-6.69,3.6,73.0,1
T2008,Hip-Hop,0.771,0.99,0.511,0.02,0.289,91.6,-6.92,3.22,84.7,1
T2009,Hip-Hop,0.688,0.681,0.46,0.02,0.192,129.6,-7.22,3.19,81.1,1
T2010,Hip-Hop,0.876,0.604,0.285,0.101,0.191,94.6,-8.83,3.87,63.5,0
T2011,Pop,0.894,0.46,0.486,0.157,0.185,101.8,-3.26,2.95,69.5,0
T2012,Pop,0.817,0.819,0.744,0.02,0.02,121.9,-6.35,4.05,100.0,1
T2013,Acoustic,0.471,0.139,0.645,0.967,0.126,95.0,-12.56,3.08,11.9,0
T2014,R&B,0.706,0.551,0.368,0.235,0.2,100.3,-4.55,3.19,58.4,0
T2015,Hip-Hop,0.645,0.78,0.712,0.03,0.229,94.4,-6.98,3.02,67.0,0
T2016,Acoustic,0.301,0.33,0.077,0.877,0.02,111.3,-9.84,4.96,0.0,0
T2017,Rock,0.307,0.83,0.552,0.104,0.053,106.6,-7.62,4.13,70.6,1
T2018,Hip-Hop,0.715,0.538,0.421,0.165,0.182,99.0,-1.87,2.45,74.9,1
T2019,Pop,0.683,0.837,0.511,0.188,0.091,104.8,-6.12,2.87,71.3,1
T2020,R&B,0.698,0.382,0.543,0.279,0.11,87.1,-8.01,2.97,39.8,0
T2021,Pop,0.709,0.899,0.639,0.02,0.041,110.6,-7.0,3.53,98.3,1
T2022,R&B,0.474,0.533,0.635,0.301,0.062,89.9,-5.47,4.33,59.2,0
T2023,Rock,0.296,0.99,0.56,0.136,0.109,105.8,-8.1,3.75,58.2,0
T2024,R&B,0.867,0.429,0.464,0.268,0.14,108.8,-8.8,2.62,53.5,0
T2025,Acoustic,0.503,0.156,0.401,0.817,0.054,102.9,-9.15,4.35,4.5,0
T2026,Pop,0.851,0.709,0.768,0.224,0.11,135.1,-5.43,3.73,99.6,1
T2027,Pop,0.707,0.708,0.931,0.242,0.06,96.8,-3.18,2.63,100.0,1
T2028,EDM,0.773,0.736,0.37,0.125,0.068,156.1,-2.75,3.57,74.7,1
T2029,Acoustic,0.495,0.394,0.322,0.787,0.02,118.4,-11.34,4.55,4.7,0
T2030,Rock,0.695,0.952,0.842,0.171,0.02,133.1,-8.56,4.33,65.7,0
T2031,Rock,0.521,0.736,0.505,0.104,0.02,113.2,-3.4,4.39,74.4,1
T2032,EDM,0.633,0.889,0.043,0.277,0.114,115.6,0.0,3.09,70.9,1
T2033,Pop,0.7,0.644,0.8,0.266,0.126,117.9,-4.01,4.02,76.4,1
T2034,Rock,0.424,0.99,0.585,0.149,0.02,123.2,-5.15,4.47,68.4,0
T2035,Hip-Hop,0.731,0.621,0.691,0.082,0.28,109.7,-2.24,3.68,88.4,1
T2036,EDM,0.442,0.99,0.692,0.027,0.034,128.2,-8.56,3.89,72.0,1
T2037,EDM,0.717,0.811,0.698,0.123,0.089,144.8,-4.18,4.01,76.1,1
T2038,Acoustic,0.5,0.38,0.42,0.667,0.066,107.5,-12.04,3.16,4.9,0
T2039,EDM,0.766,0.931,0.449,0.02,0.02,127.6,-5.54,4.71,99.2,1
T2040,Hip-Hop,0.797,0.619,0.558,0.061,0.224,121.4,-6.68,4.35,71.4,1
T2041,EDM,0.895,0.92,0.276,0.167,0.076,132.8,-3.77,4.17,76.9,1
T2042,Hip-Hop,0.895,0.383,0.355,0.02,0.144,104.6,-5.7,3.27,77.6,1
T2043,Pop,0.728,0.791,0.836,0.04,0.02,105.8,-4.77,2.69,88.5,1
T2044,Hip-Hop,0.786,0.387,0.53,0.158,0.237,93.8,-8.61,3.24,58.5,0
T2045,Acoustic,0.517,0.184,0.291,0.964,0.083,129.8,-11.32,2.83,23.4,0
T2046,Rock,0.585,0.752,0.658,0.02,0.074,113.2,-5.51,3.18,51.3,0
T2047,Hip-Hop,0.729,0.699,0.49,0.142,0.111,130.2,-7.3,2.61,62.6,0
T2048,Acoustic,0.444,0.08,0.357,0.889,0.059,101.7,-9.95,3.93,9.8,0
T2049,Pop,0.769,0.524,0.371,0.203,0.118,128.5,-3.75,4.0,100.0,1
T2050,EDM,0.638,0.96,0.472,0.203,0.148,124.0,-2.19,3.77,86.4,1
T2051,R&B,0.649,0.478,0.358,0.13,0.102,112.0,-8.52,3.89,54.4,0
T2052,Acoustic,0.469,0.411,0.291,0.673,0.146,118.3,-8.63,3.95,28.6,0
T2053,EDM,0.983,0.911,0.425,0.235,0.02,153.7,-3.73,4.13,81.6,1
T2054,Hip-Hop,0.726,0.518,0.355,0.045,0.296,109.5,-7.06,2.83,69.8,0
T2055,Pop,0.806,0.757,0.522,0.137,0.048,115.0,-5.81,3.35,92.4,1
T2056,Hip-Hop,0.858,0.562,0.466,0.02,0.238,92.5,-5.66,3.04,54.5,0
T2057,Pop,0.598,0.604,0.523,0.275,0.023,93.9,-2.84,4.54,66.5,0
T2058,EDM,0.743,0.959,0.437,0.125,0.02,142.8,-6.09,3.94,49.9,0
T2059,R&B,0.695,0.716,0.637,0.307,0.076,88.9,-8.68,2.6,51.8,0
T2060,Acoustic,0.447,0.163,0.153,0.893,0.08,110.1,-11.63,3.39,0.0,0
T2061,EDM,0.705,0.832,0.426,0.243,0.029,143.3,-4.08,4.59,78.6,1
T2062,EDM,0.751,0.812,0.698,0.02,0.164,120.7,-4.95,3.78,79.5,1
T2063,Pop,0.59,0.99,0.556,0.031,0.126,118.8,-6.83,3.75,70.1,1
T2064,Rock,0.398,0.939,0.545,0.071,0.02,141.7,-1.31,4.4,78.5,1
T2065,R&B,0.811,0.549,0.596,0.257,0.104,88.2,-6.14,3.44,100.0,1
T2066,Pop,0.679,0.83,0.412,0.02,0.02,130.5,-3.98,2.08,91.5,1
T2067,Hip-Hop,0.667,0.767,0.493,0.099,0.132,103.0,-5.28,3.85,92.5,1
T2068,Acoustic,0.312,0.446,0.413,0.845,0.02,125.9,-10.23,4.8,13.7,0
T2069,Rock,0.77,0.776,0.643,0.02,0.02,112.1,-6.51,2.98,83.3,1
T2070,Hip-Hop,0.706,0.567,0.816,0.156,0.201,104.4,-6.89,3.09,61.0,0
T2071,Rock,0.439,0.878,0.667,0.061,0.02,105.6,-9.37,4.4,65.3,0
T2072,EDM,0.826,0.875,0.624,0.02,0.135,118.9,-6.73,2.24,76.6,1
T2073,Acoustic,0.408,0.281,0.166,0.815,0.029,99.2,-11.27,4.21,6.5,0
T2074,EDM,0.788,0.692,0.327,0.07,0.02,110.9,-3.56,4.83,83.0,1
T2075,R&B,0.778,0.525,0.253,0.173,0.049,90.4,-8.25,3.94,54.3,0
T2076,Hip-Hop,0.678,0.679,0.59,0.089,0.093,109.6,-5.46,3.15,71.7,1
T2077,Pop,0.854,0.689,0.406,0.178,0.101,127.1,-7.46,3.48,77.0,1
T2078,Hip-Hop,0.973,0.482,0.571,0.112,0.276,114.8,-4.26,2.64,86.3,1
T2079,R&B,0.675,0.498,0.553,0.194,0.034,95.3,-5.21,4.72,68.2,0
T2080,Hip-Hop,0.738,0.571,0.461,0.082,0.248,99.4,-4.41,3.05,64.5,0
T2081,Hip-Hop,0.979,0.673,0.716,0.02,0.261,89.2,-12.22,3.49,59.2,0
T2082,Hip-Hop,0.839,0.592,0.48,0.252,0.29,82.0,-7.62,2.38,75.5,1
T2083,Pop,0.867,0.818,0.618,0.168,0.02,129.2,-3.31,3.04,89.4,1
T2084,Rock,0.35,0.836,0.594,0.056,0.05,89.4,-5.26,3.38,75.3,1
T2085,R&B,0.751,0.762,0.405,0.238,0.076,102.6,-6.88,3.98,57.2,0
T2086,Rock,0.467,0.775,0.445,0.04,0.073,124.2,-7.13,2.82,43.5,0
T2087,Acoustic,0.493,0.275,0.742,0.815,0.02,102.3,-10.94,4.38,18.5,0
T2088,Pop,0.711,0.77,0.52,0.443,0.02,111.6,-5.02,3.38,69.6,0
T2089,Rock,0.368,0.903,0.567,0.059,0.07,101.5,-9.22,4.38,58.8,0
T2090,Rock,0.363,0.872,0.533,0.19,0.089,123.1,-6.12,4.44,48.9,0
T2091,EDM,0.486,0.929,0.291,0.02,0.064,115.9,-6.62,4.92,61.6,0
T2092,Rock,0.475,0.865,0.171,0.103,0.057,109.1,-6.56,3.59,66.1,0
T2093,Pop,0.667,0.702,0.613,0.121,0.02,111.2,-5.52,3.59,69.2,0
T2094,R&B,0.598,0.521,0.177,0.471,0.061,118.1,-4.73,3.69,46.7,0
T2095,Acoustic,0.488,0.341,0.585,0.777,0.023,105.1,-12.79,2.43,9.4,0
T2096,EDM,0.686,0.801,0.44,0.225,0.135,137.2,-5.15,4.53,91.0,1
T2097,Hip-Hop,0.779,0.878,0.246,0.131,0.118,118.2,-5.26,3.71,80.7,1
T2098,EDM,0.731,0.876,0.453,0.02,0.08,128.9,-1.94,3.93,65.3,0
T2099,R&B,0.571,0.646,0.636,0.31,0.043,82.5,-7.45,4.05,58.6,0
T2100,Hip-Hop,0.858,0.661,0.437,0.02,0.245,114.9,-4.74,2.74,78.1,1
T2101,Hip-Hop,0.663,0.787,0.545,0.121,0.371,107.1,-4.05,3.56,64.6,0
T2102,EDM,0.762,0.854,0.455,0.02,0.116,148.7,-2.52,3.65,90.3,1
T2103,Hip-Hop,0.627,0.463,0.591,0.148,0.24,103.7,-8.7,2.94,63.7,0
T2104,EDM,0.743,0.763,0.506,0.116,0.054,119.3,-4.81,4.18,77.1,1
T2105,R&B,0.617,0.826,0.444,0.184,0.109,95.5,-5.24,3.97,68.8,0
T2106,Acoustic,0.439,0.071,0.654,0.966,0.17,132.7,-9.93,3.23,2.5,0
T2107,EDM,0.743,0.605,0.462,0.135,0.12,148.5,-5.06,3.47,72.9,1
T2108,Pop,0.746,0.616,0.403,0.308,0.1,111.0,-5.93,3.49,89.8,1
T2109,EDM,0.669,0.639,0.466,0.046,0.158,115.2,-6.76,3.86,73.5,1
T2110,Rock,0.35,0.596,0.734,0.184,0.081,135.3,-3.73,3.78,63.1,0
T2111,EDM,0.824,0.902,0.52,0.02,0.095,121.7,-4.68,4.02,77.7,1
T2112,Pop,0.694,0.731,0.621,0.322,0.02,101.9,-4.41,4.34,84.0,1
T2113,EDM,0.688,0.954,0.619,0.096,0.089,121.5,0.0,3.77,100.0,1
T2114,EDM,0.735,0.623,0.045,0.284,0.063,151.1,-6.43,3.55,57.7,0
T2115,Hip-Hop,0.766,0.466,0.482,0.02,0.171,82.1,-6.65,2.07,72.4,1
T2116,Pop,0.726,0.708,0.561,0.217,0.098,113.6,-0.98,3.94,68.7,0
T2117,EDM,0.657,0.827,0.623,0.02,0.056,128.5,-7.61,4.06,77.9,1
T2118,Rock,0.217,0.814,0.38,0.031,0.02,119.6,-8.02,4.42,33.1,0
T2119,EDM,0.57,0.842,0.408,0.386,0.021,122.6,-2.85,4.53,41.3,0
T2120,Rock,0.614,0.791,0.612,0.02,0.039,95.3,-4.37,3.54,68.0,0
T2121,Pop,0.816,0.591,0.677,0.23,0.085,116.6,-4.52,3.82,71.5,1
T2122,R&B,0.519,0.617,0.538,0.4,0.081,95.1,-3.2,4.21,73.5,1
T2123,Rock,0.499,0.888,0.467,0.02,0.044,90.2,-7.11,4.69,71.1,1
T2124,Rock,0.578,0.99,0.452,0.124,0.021,97.2,-8.28,3.46,73.5,1
T2125,EDM,0.705,0.854,0.493,0.09,0.091,130.3,-4.98,4.45,73.9,1
T2126,Acoustic,0.392,0.237,0.499,0.817,0.021,107.8,-10.58,3.27,17.9,0
T2127,Pop,0.505,0.898,0.496,0.146,0.073,114.3,-5.11,3.7,90.6,1
T2128,Rock,0.687,0.705,0.438,0.093,0.09,144.5,-6.53,4.0,44.6,0
T2129,Acoustic,0.658,0.342,0.434,0.99,0.043,118.5,-11.38,2.32,6.4,0
T2130,Pop,0.659,0.551,0.804,0.244,0.065,130.3,-7.0,3.69,62.7,0
T2131,Acoustic,0.471,0.265,0.359,0.886,0.045,89.3,-12.89,3.65,24.3,0
T2132,Acoustic,0.39,0.368,0.44,0.99,0.077,112.1,-12.09,3.16,7.4,0
T2133,Hip-Hop,0.63,0.757,0.733,0.092,0.326,109.6,-4.05,3.12,77.9,1
T2134,Rock,0.527,0.736,0.66,0.033,0.021,118.6,-8.33,4.76,65.0,0
T2135,Rock,0.557,0.645,0.343,0.061,0.077,142.2,-7.42,3.69,35.2,0
T2136,EDM,0.723,0.925,0.723,0.02,0.02,115.5,-3.92,4.01,100.0,1
T2137,Acoustic,0.507,0.517,0.119,0.976,0.038,105.6,-13.61,3.9,0.0,0
T2138,Pop,0.713,0.737,0.596,0.144,0.064,125.4,-7.2,3.37,67.9,0
T2139,R&B,0.644,0.68,0.82,0.072,0.108,119.9,-9.97,3.48,60.4,0
T2140,Pop,0.768,0.448,0.364,0.195,0.034,83.0,-1.83,2.15,54.8,0
T2141,Pop,0.737,0.565,0.526,0.251,0.107,128.7,-5.39,3.37,74.1,1
T2142,Hip-Hop,0.742,0.486,0.511,0.033,0.249,103.8,-6.77,2.82,71.0,1
T2143,Pop,0.752,0.681,0.6,0.02,0.02,111.9,-5.47,3.67,67.3,0
T2144,Acoustic,0.501,0.194,0.314,0.684,0.084,114.8,-13.0,4.55,3.7,0
T2145,EDM,0.869,0.848,0.567,0.02,0.021,126.5,-4.78,3.64,85.8,1
T2146,EDM,0.824,0.907,0.956,0.033,0.09,128.4,-5.36,3.52,84.1,1
T2147,R&B,0.553,0.464,0.335,0.02,0.108,85.5,-6.49,3.62,54.3,0
T2148,Hip-Hop,0.789,0.642,0.616,0.02,0.278,110.9,-8.63,2.64,53.4,0
T2149,Rock,0.657,0.99,0.879,0.155,0.144,118.1,-5.1,3.07,93.8,1
T2150,EDM,0.86,0.685,0.377,0.02,0.02,115.1,-0.07,4.13,100.0,1
T2151,Hip-Hop,0.99,0.6,0.368,0.167,0.243,102.5,-7.09,3.22,73.0,1
T2152,Hip-Hop,0.823,0.456,0.584,0.146,0.166,119.7,-5.64,3.14,68.0,0
T2153,Hip-Hop,0.834,0.522,0.42,0.165,0.275,123.3,-2.77,3.55,59.1,0
T2154,Pop,0.715,0.753,0.498,0.203,0.022,108.9,-6.6,3.73,93.5,1
T2155,EDM,0.824,0.954,0.414,0.02,0.096,124.1,-2.26,4.69,80.3,1
T2156,Pop,0.844,0.708,0.606,0.192,0.162,131.0,-7.05,1.56,65.2,0
T2157,Rock,0.5,0.89,0.513,0.02,0.02,96.2,-5.08,4.08,77.1,1
